"","agec3","date","hospst","pneumococcal.pneumonia..481.","flu","pneumonia","popsize","age.class"
"2943","all ages",2004-12-12,"IL",35,28,2082,12645295,3
"2944","all ages",2004-12-19,"IL",44,44,1984,12645295,3
"2945","all ages",2004-12-26,"IL",52,140,2717,12645295,3
"2946","all ages",2005-01-02,"IL",63,161,2788,12645295,3
"2947","all ages",2005-01-09,"IL",41,176,2583,12645295,3
"2948","all ages",2005-01-16,"IL",47,260,2533,12645295,3
"2949","all ages",2005-01-23,"IL",42,363,2739,12645295,3
"2950","all ages",2005-01-30,"IL",60,525,3094,12645295,3
"2951","all ages",2005-02-06,"IL",62,576,3377,12645295,3
"2952","all ages",2005-02-13,"IL",87,536,3320,12645295,3
"2953","all ages",2005-02-20,"IL",74,476,3269,12645295,3
"2954","all ages",2005-02-27,"IL",75,374,3153,12645295,3
"2955","all ages",2005-03-06,"IL",38,268,3023,12645295,3
"2956","all ages",2005-03-13,"IL",64,203,2774,12645295,3
"2957","all ages",2005-03-20,"IL",55,149,2619,12645295,3
"2958","all ages",2005-03-27,"IL",56,85,2891,12645295,3
"2959","all ages",2005-04-03,"IL",57,40,2669,12645295,3
"2960","all ages",2005-04-10,"IL",44,26,2353,12645295,3
"2961","all ages",2005-04-17,"IL",32,22,2188,12645295,3
"2962","all ages",2005-04-24,"IL",32,19,2026,12645295,3
"2963","all ages",2005-05-01,"IL",48,18,2102,12645295,3
"2964","all ages",2005-05-08,"IL",42,12,2226,12645295,3
"2965","all ages",2005-05-15,"IL",48,15,2163,12645295,3
"2966","all ages",2005-05-22,"IL",39,5,2019,12645295,3
"2967","all ages",2005-05-29,"IL",46,4,1910,12645295,3
"2968","all ages",2005-06-05,"IL",28,11,1868,12645295,3
"2969","all ages",2005-06-12,"IL",22,8,1737,12645295,3
"2970","all ages",2005-06-19,"IL",22,3,1635,12645295,3
"2971","all ages",2005-06-26,"IL",23,2,1535,12645295,3
"2972","all ages",2005-07-03,"IL",23,1,1546,12674452,3
"2973","all ages",2005-07-10,"IL",18,1,1542,12674452,3
"2974","all ages",2005-07-17,"IL",15,2,1482,12674452,3
"2975","all ages",2005-07-24,"IL",16,0,1531,12674452,3
"2976","all ages",2005-07-31,"IL",20,0,1542,12674452,3
"2977","all ages",2005-08-07,"IL",28,1,1617,12674452,3
"2978","all ages",2005-08-14,"IL",13,0,1530,12674452,3
"2979","all ages",2005-08-21,"IL",29,1,1577,12674452,3
"2980","all ages",2005-08-28,"IL",22,2,1630,12674452,3
"2981","all ages",2005-09-04,"IL",23,1,1659,12674452,3
"2982","all ages",2005-09-11,"IL",21,2,1663,12674452,3
"2983","all ages",2005-09-18,"IL",24,2,1669,12674452,3
"2984","all ages",2005-09-25,"IL",22,7,1712,12674452,3
"2985","all ages",2005-10-02,"IL",23,7,1793,12674452,3
"2986","all ages",2005-10-09,"IL",34,9,1869,12674452,3
"2987","all ages",2005-10-16,"IL",39,4,1912,12674452,3
"2988","all ages",2005-10-23,"IL",25,8,1784,12674452,3
"2989","all ages",2005-10-30,"IL",34,10,2014,12674452,3
"2990","all ages",2005-11-06,"IL",47,16,1978,12674452,3
"2991","all ages",2005-11-13,"IL",50,13,1965,12674452,3
"2992","all ages",2005-11-20,"IL",30,9,1865,12674452,3
"2993","all ages",2005-11-27,"IL",39,16,2156,12674452,3
"2994","all ages",2005-12-04,"IL",31,16,1971,12674452,3
"2995","all ages",2005-12-11,"IL",36,25,1991,12674452,3
"2996","all ages",2005-12-18,"IL",32,37,1970,12674452,3
"2997","all ages",2005-12-25,"IL",46,67,2525,12674452,3
"2998","all ages",2006-01-01,"IL",61,95,2709,12674452,3
"2999","all ages",2006-01-08,"IL",44,71,2306,12674452,3
"3000","all ages",2006-01-15,"IL",52,97,2267,12674452,3
"3001","all ages",2006-01-22,"IL",42,116,2284,12674452,3
"3002","all ages",2006-01-29,"IL",35,130,2395,12674452,3
"3003","all ages",2006-02-05,"IL",42,158,2505,12674452,3
"3004","all ages",2006-02-12,"IL",52,214,2565,12674452,3
"3005","all ages",2006-02-19,"IL",63,238,2750,12674452,3
"3006","all ages",2006-02-26,"IL",55,292,2679,12674452,3
"3007","all ages",2006-03-05,"IL",57,292,2948,12674452,3
"3008","all ages",2006-03-12,"IL",49,180,2584,12674452,3
"3009","all ages",2006-03-19,"IL",45,155,2441,12674452,3
"3010","all ages",2006-03-26,"IL",50,140,2422,12674452,3
"3011","all ages",2006-04-02,"IL",42,92,2335,12674452,3
"3012","all ages",2006-04-09,"IL",54,48,2248,12674452,3
"3013","all ages",2006-04-16,"IL",26,27,1995,12674452,3
"3014","all ages",2006-04-23,"IL",34,28,1888,12674452,3
"3015","all ages",2006-04-30,"IL",32,13,1824,12674452,3
"3016","all ages",2006-05-07,"IL",29,12,1853,12674452,3
"3017","all ages",2006-05-14,"IL",35,18,1911,12674452,3
"3018","all ages",2006-05-21,"IL",31,7,1919,12674452,3
"3019","all ages",2006-05-28,"IL",26,6,1823,12674452,3
"3020","all ages",2006-06-04,"IL",39,5,1802,12674452,3
"3021","all ages",2006-06-11,"IL",15,3,1708,12674452,3
"3022","all ages",2006-06-18,"IL",22,6,1682,12674452,3
"3023","all ages",2006-06-25,"IL",25,1,1600,12674452,3
"3024","all ages",2006-07-02,"IL",24,4,1634,12718011,3
"3025","all ages",2006-07-09,"IL",22,4,1629,12718011,3
"3026","all ages",2006-07-16,"IL",17,4,1678,12718011,3
"3027","all ages",2006-07-23,"IL",8,3,1636,12718011,3
"3028","all ages",2006-07-30,"IL",19,5,1575,12718011,3
"3029","all ages",2006-08-06,"IL",16,5,1591,12718011,3
"3030","all ages",2006-08-13,"IL",20,3,1569,12718011,3
"3031","all ages",2006-08-20,"IL",23,3,1592,12718011,3
"3032","all ages",2006-08-27,"IL",23,0,1693,12718011,3
"3033","all ages",2006-09-03,"IL",18,3,1796,12718011,3
"3034","all ages",2006-09-10,"IL",31,5,1930,12718011,3
"3035","all ages",2006-09-17,"IL",24,5,2173,12718011,3
"3036","all ages",2006-09-24,"IL",30,3,2278,12718011,3
"3037","all ages",2006-10-01,"IL",46,2,2105,12718011,3
"3038","all ages",2006-10-08,"IL",41,6,2037,12718011,3
"3039","all ages",2006-10-15,"IL",38,7,2076,12718011,3
"3040","all ages",2006-10-22,"IL",45,15,2070,12718011,3
"3041","all ages",2006-10-29,"IL",37,10,2034,12718011,3
"3042","all ages",2006-11-05,"IL",40,13,2242,12718011,3
"3043","all ages",2006-11-12,"IL",41,17,2109,12718011,3
"3044","all ages",2006-11-19,"IL",42,16,2083,12718011,3
"3045","all ages",2006-11-26,"IL",44,16,2303,12718011,3
"3046","all ages",2006-12-03,"IL",37,24,2245,12718011,3
"3047","all ages",2006-12-10,"IL",35,35,2335,12718011,3
"3048","all ages",2006-12-17,"IL",42,48,2323,12718011,3
"3049","all ages",2006-12-24,"IL",72,70,2795,12718011,3
"3050","all ages",2006-12-31,"IL",72,63,3058,12718011,3
"3051","all ages",2007-01-07,"IL",45,50,2733,12718011,3
"3052","all ages",2007-01-14,"IL",56,69,2493,12718011,3
"3053","all ages",2007-01-21,"IL",39,99,2549,12718011,3
"3054","all ages",2007-01-28,"IL",30,93,2452,12718011,3
"3055","all ages",2007-02-04,"IL",60,115,2512,12718011,3
"3056","all ages",2007-02-11,"IL",37,105,2551,12718011,3
"3057","all ages",2007-02-18,"IL",53,127,2741,12718011,3
"3058","all ages",2007-02-25,"IL",42,122,2585,12718011,3
"3059","all ages",2007-03-04,"IL",51,124,2581,12718011,3
"3060","all ages",2007-03-11,"IL",48,110,2596,12718011,3
"3061","all ages",2007-03-18,"IL",39,108,2448,12718011,3
"3062","all ages",2007-03-25,"IL",36,65,2264,12718011,3
"3063","all ages",2007-04-01,"IL",40,35,2216,12718011,3
"3064","all ages",2007-04-08,"IL",34,35,2194,12718011,3
"3065","all ages",2007-04-15,"IL",49,25,2317,12718011,3
"3066","all ages",2007-04-22,"IL",30,15,2215,12718011,3
"3067","all ages",2007-04-29,"IL",36,10,2022,12718011,3
"3068","all ages",2007-05-06,"IL",42,7,2089,12718011,3
"3069","all ages",2007-05-13,"IL",44,5,1987,12718011,3
"3070","all ages",2007-05-20,"IL",32,6,2044,12718011,3
"3071","all ages",2007-05-27,"IL",38,4,1936,12718011,3
"3072","all ages",2007-06-03,"IL",25,4,1885,12718011,3
"3073","all ages",2007-06-10,"IL",25,2,1871,12718011,3
"3074","all ages",2007-06-17,"IL",21,4,1747,12718011,3
"3075","all ages",2007-06-24,"IL",18,3,1688,12718011,3
"3076","all ages",2007-07-01,"IL",19,4,1696,12779417,3
"3077","all ages",2007-07-08,"IL",28,2,1725,12779417,3
"3078","all ages",2007-07-15,"IL",20,2,1631,12779417,3
"3079","all ages",2007-07-22,"IL",20,1,1648,12779417,3
"3080","all ages",2007-07-29,"IL",19,2,1633,12779417,3
"3081","all ages",2007-08-05,"IL",19,2,1616,12779417,3
"3082","all ages",2007-08-12,"IL",21,4,1647,12779417,3
"3083","all ages",2007-08-19,"IL",15,3,1683,12779417,3
"3084","all ages",2007-08-26,"IL",28,1,1803,12779417,3
"3085","all ages",2007-09-02,"IL",28,4,1906,12779417,3
"3086","all ages",2007-09-09,"IL",26,1,1905,12779417,3
"3087","all ages",2007-09-16,"IL",38,4,2036,12779417,3
"3088","all ages",2007-09-23,"IL",33,1,1919,12779417,3
"3089","all ages",2007-09-30,"IL",31,7,1974,12779417,3
"3090","all ages",2007-10-07,"IL",20,5,1820,12779417,3
"3091","all ages",2007-10-14,"IL",36,10,2010,12779417,3
"3092","all ages",2007-10-21,"IL",27,6,1995,12779417,3
"3093","all ages",2007-10-28,"IL",47,12,2034,12779417,3
"3094","all ages",2007-11-04,"IL",47,14,2294,12779417,3
"3095","all ages",2007-11-11,"IL",52,16,2229,12779417,3
"3096","all ages",2007-11-18,"IL",56,13,2085,12779417,3
"3097","all ages",2007-11-25,"IL",57,16,2423,12779417,3
"3098","all ages",2007-12-02,"IL",40,19,2329,12779417,3
"3099","all ages",2007-12-09,"IL",50,23,2257,12779417,3
"3100","all ages",2007-12-16,"IL",44,23,2259,12779417,3
"3101","all ages",2007-12-23,"IL",71,45,2562,12779417,3
"3102","all ages",2007-12-30,"IL",84,54,2836,12779417,3
"3103","all ages",2008-01-06,"IL",61,72,2805,12779417,3
"3104","all ages",2008-01-13,"IL",47,67,2381,12779417,3
"3105","all ages",2008-01-20,"IL",56,139,2492,12779417,3
"3106","all ages",2008-01-27,"IL",38,221,2792,12779417,3
"3107","all ages",2008-02-03,"IL",47,397,2935,12779417,3
"3108","all ages",2008-02-10,"IL",68,473,3121,12779417,3
"3109","all ages",2008-02-17,"IL",59,697,3159,12779417,3
"3110","all ages",2008-02-24,"IL",57,655,3296,12779417,3
"3111","all ages",2008-03-02,"IL",48,528,3232,12779417,3
"3112","all ages",2008-03-09,"IL",53,390,3149,12779417,3
"3113","all ages",2008-03-16,"IL",58,303,2856,12779417,3
"3114","all ages",2008-03-23,"IL",57,265,2866,12779417,3
"3115","all ages",2008-03-30,"IL",61,184,2764,12779417,3
"3116","all ages",2008-04-06,"IL",56,104,2615,12779417,3
"3117","all ages",2008-04-13,"IL",51,53,2495,12779417,3
"3118","all ages",2008-04-20,"IL",46,35,2393,12779417,3
"3119","all ages",2008-04-27,"IL",42,24,2178,12779417,3
"3120","all ages",2008-05-04,"IL",36,13,2214,12779417,3
"3121","all ages",2008-05-11,"IL",50,9,2220,12779417,3
"3122","all ages",2008-05-18,"IL",48,11,2208,12779417,3
"3123","all ages",2008-05-25,"IL",49,4,2201,12779417,3
"3124","all ages",2008-06-01,"IL",51,6,2119,12779417,3
"3125","all ages",2008-06-08,"IL",26,6,1977,12779417,3
"3126","all ages",2008-06-15,"IL",29,3,1954,12779417,3
"3127","all ages",2008-06-22,"IL",31,9,1943,12779417,3
"3128","all ages",2008-06-29,"IL",24,3,1748,12779417,3
"3129","all ages",2008-07-06,"IL",27,5,1851,12842954,3
"3130","all ages",2008-07-13,"IL",17,3,1700,12842954,3
"3131","all ages",2008-07-20,"IL",21,2,1738,12842954,3
"3132","all ages",2008-07-27,"IL",19,1,1707,12842954,3
"3133","all ages",2008-08-03,"IL",20,4,1709,12842954,3
"3134","all ages",2008-08-10,"IL",19,2,1760,12842954,3
"3135","all ages",2008-08-17,"IL",17,3,1746,12842954,3
"3136","all ages",2008-08-24,"IL",19,2,1744,12842954,3
"3137","all ages",2008-08-31,"IL",27,3,1719,12842954,3
"3138","all ages",2008-09-07,"IL",33,3,1939,12842954,3
"3139","all ages",2008-09-14,"IL",22,1,1999,12842954,3
"3140","all ages",2008-09-21,"IL",30,3,2085,12842954,3
"3141","all ages",2008-09-28,"IL",47,3,2015,12842954,3
"3142","all ages",2008-10-05,"IL",48,10,2100,12842954,3
"3143","all ages",2008-10-12,"IL",32,7,2125,12842954,3
"3144","all ages",2008-10-19,"IL",40,9,2184,12842954,3
"3145","all ages",2008-10-26,"IL",35,10,2168,12842954,3
"3146","all ages",2008-11-02,"IL",53,16,2257,12842954,3
"3147","all ages",2008-11-09,"IL",38,14,2287,12842954,3
"3148","all ages",2008-11-16,"IL",47,13,2183,12842954,3
"3149","all ages",2008-11-23,"IL",51,16,2210,12842954,3
"3150","all ages",2008-11-30,"IL",57,18,2482,12842954,3
"3151","all ages",2008-12-07,"IL",52,12,2389,12842954,3
"3152","all ages",2008-12-14,"IL",42,12,2294,12842954,3
"3153","all ages",2008-12-21,"IL",42,21,2334,12842954,3
"3154","all ages",2008-12-28,"IL",64,17,2818,12842954,3
"3155","all ages",2009-01-04,"IL",61,34,2626,12842954,3
"3156","all ages",2009-01-11,"IL",40,30,2412,12842954,3
"3157","all ages",2009-01-18,"IL",44,33,2374,12842954,3
"3158","all ages",2009-01-25,"IL",51,38,2338,12842954,3
"3159","all ages",2009-02-01,"IL",45,68,2432,12842954,3
"3160","all ages",2009-02-08,"IL",45,64,2617,12842954,3
"3161","all ages",2009-02-15,"IL",60,91,2621,12842954,3
"3162","all ages",2009-02-22,"IL",57,116,2466,12842954,3
"3163","all ages",2009-03-01,"IL",63,129,2546,12842954,3
"3164","all ages",2009-03-08,"IL",63,135,2564,12842954,3
"3165","all ages",2009-03-15,"IL",49,104,2467,12842954,3
"3166","all ages",2009-03-22,"IL",55,103,2390,12842954,3
"3167","all ages",2009-03-29,"IL",56,89,2366,12842954,3
"3168","all ages",2009-04-05,"IL",51,59,2259,12842954,3
"3169","all ages",2009-04-12,"IL",55,55,2371,12842954,3
"3170","all ages",2009-04-19,"IL",57,35,2395,12842954,3
"3171","all ages",2009-04-26,"IL",51,74,2341,12842954,3
"3172","all ages",2009-05-03,"IL",52,84,2274,12842954,3
"3173","all ages",2009-05-10,"IL",40,86,2178,12842954,3
"3174","all ages",2009-05-17,"IL",43,104,2321,12842954,3
"3175","all ages",2009-05-24,"IL",39,132,2151,12842954,3
"3176","all ages",2009-05-31,"IL",42,137,2227,12842954,3
"3177","all ages",2009-06-07,"IL",43,122,2187,12842954,3
"3178","all ages",2009-06-14,"IL",28,108,2045,12842954,3
"3179","all ages",2009-06-21,"IL",24,70,1922,12842954,3
"3180","all ages",2009-06-28,"IL",15,22,1836,12842954,3
"3181","all ages",2009-07-05,"IL",25,22,1812,12910409,3
"3182","all ages",2009-07-12,"IL",22,15,1772,12910409,3
"3183","all ages",2009-07-19,"IL",24,14,1854,12910409,3
"3184","all ages",2009-07-26,"IL",21,13,1742,12910409,3
"3185","all ages",2009-08-02,"IL",24,15,1750,12910409,3
"3186","all ages",2009-08-09,"IL",23,17,1637,12910409,3
"3187","all ages",2009-08-16,"IL",20,14,1742,12910409,3
"3188","all ages",2009-08-23,"IL",15,16,1635,12910409,3
"3189","all ages",2009-08-30,"IL",29,29,1937,12910409,3
"3190","all ages",2009-09-06,"IL",32,33,2039,12910409,3
"3191","all ages",2009-09-13,"IL",28,35,2079,12910409,3
"3192","all ages",2009-09-20,"IL",23,50,2104,12910409,3
"3193","all ages",2009-09-27,"IL",36,60,2038,12910409,3
"3194","all ages",2009-10-04,"IL",43,118,2239,12910409,3
"3195","all ages",2009-10-11,"IL",38,289,2316,12910409,3
"3196","all ages",2009-10-18,"IL",44,520,2450,12910409,3
"3197","all ages",2009-10-25,"IL",44,585,2672,12910409,3
"3198","all ages",2009-11-01,"IL",54,639,2608,12910409,3
"3199","all ages",2009-11-08,"IL",47,528,2613,12910409,3
"3200","all ages",2009-11-15,"IL",36,361,2443,12910409,3
"3201","all ages",2009-11-22,"IL",43,219,2229,12910409,3
"3202","all ages",2009-11-29,"IL",53,146,2426,12910409,3
"3203","all ages",2009-12-06,"IL",43,102,2317,12910409,3
"3204","all ages",2009-12-13,"IL",39,79,2122,12910409,3
